| Version  | Threads |        TimeInt        |          User         |          Sys          |         Real         |      Speedup       |      Efficiency      |
|  Serial  |    1    |  0.001388789156626506 |  0.005068965517241379 |          0.0          |        0.005         |        1.0         |         1.0          |
| Parallel |    1    | 0.0012743510638297873 |  0.004745762711864407 |          0.0          | 0.004040816326530613 | 1.0898010729106307 |  1.0898010729106307  |
| Parallel |    2    | 0.0010095928143712576 | 0.0048630952380952375 | 8.045977011494253e-05 |        0.003         | 1.3755933450174165 |  0.6877966725087082  |
| Parallel |    4    | 0.0010709673913043478 |  0.006946745562130178 | 5.325443786982249e-05 | 0.004000000000000001 | 1.296761384055847  | 0.32419034601396174  |
| Parallel |    8    | 0.0018595705128205125 |        0.01725        | 0.0005664739884393064 | 0.005685534591194968 | 0.7468332859935778 | 0.09335416074919722  |
| Parallel |    16   |  0.002626413793103448 |  0.00853061224489796  |  0.002381818181818182 |        0.006         | 0.5287777425907711 |  0.0330486089119232  |
| Parallel |    32   |  0.00394660544217687  |  0.013703947368421053 | 0.0023081761006289313 | 0.007000000000000002 | 0.3518946033430889 | 0.010996706354471529 |
