nThread;timeInt;user;real;sys;pCPU
1;0.002768;0.006;0.007;0.000;91.38
1;0.002772;0.003;0.006;0.003;100.76
1;0.002760;0.006;0.006;0.000;100.80
1;0.002969;0.006;0.006;0.000;99.76
1;0.002753;0.006;0.006;0.000;100.83
1;0.002762;0.006;0.006;0.000;100.80
1;0.002755;0.006;0.006;0.000;99.61
1;0.002743;0.006;0.006;0.000;100.82
1;0.002772;0.006;0.006;0.000;100.55
1;0.002773;0.006;0.006;0.000;100.80
1;0.002866;0.003;0.006;0.003;100.32
1;0.002958;0.006;0.006;0.000;100.19
1;0.002759;0.006;0.006;0.000;100.80
1;0.002844;0.006;0.006;0.000;100.23
1;0.002764;0.006;0.006;0.000;100.16
1;0.002751;0.006;0.006;0.000;100.70
1;0.002756;0.000;0.006;0.006;100.06
1;0.002788;0.006;0.006;0.000;100.84
1;0.002763;0.000;0.006;0.006;100.77
1;0.002779;0.003;0.006;0.003;100.84
1;0.002776;0.006;0.006;0.000;100.79
1;0.002777;0.006;0.006;0.000;100.83
1;0.002788;0.006;0.006;0.000;100.83
1;0.002771;0.006;0.006;0.000;100.30
1;0.002751;0.006;0.006;0.000;100.85
1;0.002804;0.006;0.006;0.000;100.69
1;0.002758;0.006;0.006;0.000;100.82
1;0.002770;0.003;0.006;0.003;100.89
1;0.002796;0.006;0.006;0.000;100.84
1;0.002689;0.006;0.006;0.000;100.84
1;0.002341;0.006;0.006;0.000;100.81
1;0.002230;0.005;0.005;0.000;100.80
1;0.002227;0.005;0.005;0.000;100.74
1;0.002341;0.005;0.005;0.000;100.85
1;0.002212;0.003;0.005;0.002;100.77
1;0.002214;0.005;0.005;0.000;100.77
1;0.002201;0.005;0.005;0.000;100.87
1;0.002185;0.005;0.005;0.000;100.89
1;0.002110;0.005;0.005;0.000;100.76
1;0.002115;0.005;0.005;0.000;100.85
1;0.002494;0.005;0.005;0.000;100.73
1;0.002109;0.005;0.005;0.000;100.78
1;0.002108;0.002;0.005;0.002;100.79
1;0.002134;0.005;0.005;0.000;100.87
1;0.002130;0.005;0.005;0.000;100.86
1;0.002099;0.005;0.005;0.000;100.80
1;0.002103;0.000;0.005;0.004;100.85
1;0.002499;0.005;0.005;0.000;100.74
1;0.002122;0.005;0.005;0.000;100.89
1;0.002111;0.005;0.005;0.000;100.83
1;0.002109;0.005;0.005;0.000;100.80
1;0.002120;0.005;0.005;0.000;100.86
1;0.002105;0.005;0.005;0.000;100.78
1;0.002105;0.005;0.005;0.000;100.85
1;0.002113;0.005;0.005;0.000;100.84
1;0.002134;0.005;0.005;0.000;100.86
1;0.002134;0.005;0.005;0.000;100.37
1;0.002103;0.005;0.005;0.000;100.79
1;0.002120;0.005;0.005;0.000;100.80
1;0.002109;0.005;0.005;0.000;100.80
1;0.002109;0.005;0.005;0.000;100.81
1;0.002107;0.005;0.005;0.000;100.76
1;0.002119;0.005;0.005;0.000;100.84
1;0.002104;0.000;0.005;0.004;100.78
1;0.002100;0.005;0.005;0.000;100.87
1;0.002122;0.003;0.005;0.002;100.72
1;0.002134;0.005;0.005;0.000;100.89
1;0.002099;0.005;0.005;0.000;100.76
1;0.002106;0.005;0.005;0.000;100.76
1;0.002108;0.005;0.005;0.000;100.21
1;0.002132;0.005;0.005;0.000;100.56
1;0.002110;0.005;0.005;0.000;100.83
1;0.002107;0.005;0.005;0.000;100.76
1;0.002105;0.005;0.005;0.000;100.83
1;0.002097;0.002;0.005;0.002;100.74
1;0.002122;0.005;0.005;0.000;100.84
1;0.002120;0.005;0.005;0.000;101.03
1;0.002104;0.005;0.005;0.000;100.78
1;0.002104;0.005;0.005;0.000;100.85
1;0.002429;0.003;0.005;0.002;100.76
1;0.002108;0.005;0.005;0.000;100.85
1;0.002110;0.000;0.005;0.004;100.81
1;0.002095;0.005;0.005;0.000;100.87
1;0.002116;0.005;0.005;0.000;100.93
1;0.002110;0.005;0.005;0.000;100.78
1;0.002123;0.005;0.005;0.000;100.80
1;0.002437;0.005;0.005;0.000;100.00
1;0.002123;0.005;0.005;0.000;100.78
1;0.002108;0.005;0.005;0.000;100.80
1;0.002115;0.002;0.005;0.002;100.81
1;0.002115;0.005;0.005;0.000;100.78
1;0.002110;0.005;0.005;0.000;100.85
1;0.002097;0.005;0.005;0.000;100.81
1;0.002346;0.005;0.005;0.000;100.78
1;0.002128;0.004;0.005;0.000;100.76
1;0.002126;0.005;0.005;0.000;100.10
1;0.002096;0.005;0.005;0.000;100.81
1;0.002104;0.005;0.005;0.000;100.80
1;0.002095;0.005;0.005;0.000;100.77
1;0.002123;0.005;0.006;0.000;100.62
1;0.002185;0.005;0.005;0.000;100.09
1;0.002109;0.006;0.006;0.000;100.25
1;0.002198;0.005;0.005;0.000;100.27
1;0.002199;0.005;0.005;0.000;100.83
1;0.002108;0.005;0.005;0.000;99.63
1;0.002095;0.005;0.005;0.000;100.77
1;0.002130;0.004;0.005;0.000;100.84
1;0.002138;0.005;0.005;0.000;100.84
1;0.002112;0.005;0.005;0.000;100.85
1;0.002096;0.005;0.005;0.000;100.90
1;0.002189;0.005;0.005;0.000;100.81
1;0.002125;0.004;0.005;0.000;100.84
1;0.002126;0.005;0.005;0.000;100.84
1;0.002105;0.005;0.005;0.000;100.81
1;0.002115;0.005;0.005;0.000;100.80
1;0.002104;0.005;0.005;0.000;100.76
1;0.002098;0.002;0.005;0.002;100.81
1;0.002288;0.005;0.005;0.000;100.12
1;0.002110;0.005;0.005;0.000;100.78
1;0.002107;0.005;0.005;0.000;100.83
1;0.002101;0.005;0.005;0.000;100.80
1;0.002113;0.002;0.005;0.002;100.82
1;0.002110;0.005;0.005;0.000;100.87
1;0.002122;0.005;0.005;0.000;100.80
1;0.002102;0.005;0.005;0.000;100.90
1;0.002104;0.005;0.005;0.000;100.82
1;0.002125;0.005;0.005;0.000;100.85
1;0.002119;0.005;0.005;0.000;100.89
1;0.002153;0.000;0.005;0.005;100.78
1;0.002114;0.005;0.005;0.000;100.82
1;0.002096;0.005;0.005;0.000;100.79
1;0.002122;0.002;0.005;0.002;100.80
1;0.002134;0.005;0.005;0.000;100.80
1;0.002107;0.005;0.005;0.000;100.83
1;0.002099;0.005;0.005;0.000;100.85
1;0.002254;0.005;0.005;0.000;100.81
1;0.002092;0.002;0.005;0.002;100.78
1;0.002117;0.005;0.005;0.000;100.84
1;0.009240;0.017;0.022;0.005;100.89
1;0.005043;0.011;0.011;0.000;100.80
1;0.003173;0.007;0.007;0.000;101.00
1;0.003168;0.004;0.007;0.003;100.80
1;0.003150;0.007;0.007;0.000;100.80
1;0.003155;0.007;0.007;0.000;100.83
1;0.003159;0.007;0.007;0.000;100.81
1;0.003164;0.007;0.007;0.000;100.82
1;0.003161;0.007;0.007;0.000;100.85
1;0.003197;0.007;0.007;0.000;100.96
1;0.003165;0.007;0.007;0.000;100.61
1;0.003455;0.007;0.007;0.000;100.81
1;0.003173;0.007;0.007;0.000;100.55
1;0.003184;0.007;0.007;0.000;100.72
1;0.003147;0.000;0.007;0.007;100.82
1;0.003149;0.007;0.007;0.000;100.85
1;0.003173;0.007;0.007;0.000;100.77
1;0.003145;0.004;0.007;0.003;100.68
1;0.003174;0.007;0.007;0.000;100.84
1;0.003140;0.007;0.007;0.000;100.90
1;0.003145;0.004;0.007;0.003;100.81
1;0.003165;0.007;0.007;0.000;100.83
