nThread;timeInt;user;real;sys;pCPU
4;0.002225;0.012;0.006;0.000;221.65
4;0.002274;0.012;0.006;0.000;223.73
4;0.002425;0.013;0.006;0.000;227.44
4;0.002219;0.006;0.006;0.006;222.20
4;0.002228;0.010;0.006;0.002;222.75
4;0.002267;0.013;0.006;0.000;220.52
4;0.002301;0.013;0.006;0.000;223.30
4;0.002355;0.013;0.006;0.000;225.93
4;0.002230;0.006;0.006;0.006;222.33
4;0.002245;0.010;0.006;0.002;222.64
4;0.002161;0.012;0.005;0.000;219.71
4;0.002168;0.012;0.006;0.000;219.90
4;0.002110;0.012;0.005;0.000;218.30
4;0.002538;0.013;0.006;0.000;231.71
4;0.002276;0.012;0.006;0.000;223.33
4;0.002277;0.010;0.006;0.002;224.15
4;0.002267;0.013;0.006;0.000;218.87
4;0.002152;0.012;0.005;0.000;219.70
4;0.002178;0.012;0.005;0.000;221.03
4;0.002132;0.012;0.005;0.000;219.20
4;0.002306;0.013;0.006;0.000;225.41
4;0.002186;0.012;0.005;0.000;220.93
4;0.002162;0.012;0.005;0.000;220.24
4;0.002272;0.012;0.006;0.000;223.32
4;0.002612;0.014;0.006;0.000;232.88
4;0.002166;0.012;0.005;0.000;220.24
4;0.002124;0.012;0.005;0.000;219.02
4;0.002200;0.012;0.006;0.000;220.72
4;0.002251;0.012;0.006;0.000;223.05
4;0.002123;0.012;0.005;0.000;219.28
4;0.002093;0.012;0.005;0.000;217.38
4;0.002215;0.003;0.006;0.009;222.34
4;0.002272;0.012;0.006;0.000;223.34
4;0.002135;0.012;0.005;0.000;219.20
4;0.002136;0.012;0.005;0.000;219.35
4;0.002467;0.013;0.006;0.000;230.07
4;0.002309;0.013;0.006;0.000;225.32
4;0.002275;0.012;0.006;0.000;223.03
4;0.002279;0.006;0.006;0.006;223.83
4;0.002075;0.000;0.005;0.011;216.77
4;0.002107;0.009;0.005;0.003;218.39
4;0.002161;0.012;0.005;0.000;219.78
4;0.002198;0.010;0.006;0.002;220.67
4;0.002246;0.012;0.006;0.000;222.15
4;0.002157;0.012;0.005;0.000;220.05
4;0.002111;0.012;0.005;0.000;218.53
4;0.002551;0.013;0.006;0.000;232.17
4;0.002199;0.012;0.005;0.000;222.37
4;0.002237;0.012;0.006;0.000;221.78
4;0.002284;0.013;0.006;0.000;224.15
4;0.002167;0.010;0.005;0.002;220.88
4;0.002248;0.012;0.006;0.000;222.65
4;0.002290;0.013;0.006;0.000;222.91
4;0.002260;0.000;0.006;0.012;222.29
4;0.002200;0.012;0.005;0.000;221.82
4;0.002120;0.012;0.005;0.000;217.51
4;0.002330;0.013;0.006;0.000;225.37
4;0.002481;0.013;0.006;0.000;229.56
4;0.002299;0.003;0.006;0.009;223.74
4;0.002263;0.010;0.006;0.002;224.32
4;0.002079;0.012;0.005;0.000;216.85
4;0.002264;0.012;0.006;0.000;222.09
4;0.002274;0.012;0.006;0.000;223.51
4;0.002187;0.012;0.005;0.000;220.98
4;0.002259;0.012;0.006;0.000;221.62
4;0.002099;0.000;0.005;0.012;216.99
4;0.002323;0.013;0.006;0.000;225.87
4;0.001897;0.008;0.005;0.002;218.29
4;0.001727;0.010;0.004;0.000;219.47
4;0.001820;0.010;0.004;0.000;225.39
4;0.001636;0.009;0.004;0.000;216.59
4;0.001760;0.010;0.004;0.000;222.62
4;0.001906;0.005;0.005;0.005;225.22
4;0.001670;0.009;0.004;0.000;221.10
4;0.001672;0.009;0.004;0.000;220.23
4;0.001740;0.010;0.004;0.000;223.37
4;0.001714;0.005;0.004;0.005;223.06
4;0.001633;0.009;0.004;0.000;218.58
4;0.001613;0.009;0.004;0.000;217.65
4;0.001763;0.010;0.004;0.000;222.29
4;0.001612;0.009;0.004;0.000;217.62
4;0.001710;0.010;0.004;0.000;218.32
4;0.001721;0.007;0.004;0.003;221.25
4;0.001707;0.010;0.004;0.000;216.50
4;0.001747;0.010;0.004;0.000;223.29
4;0.001660;0.007;0.004;0.002;220.08
4;0.001741;0.010;0.004;0.000;223.67
4;0.001734;0.010;0.004;0.000;220.71
4;0.001717;0.010;0.004;0.000;218.20
4;0.001629;0.009;0.004;0.000;213.35
4;0.001876;0.008;0.004;0.002;227.78
4;0.001655;0.009;0.004;0.000;218.10
4;0.001650;0.009;0.004;0.000;219.53
4;0.001726;0.009;0.004;0.000;223.10
4;0.001613;0.009;0.004;0.000;217.15
4;0.001736;0.010;0.004;0.000;222.27
4;0.001621;0.009;0.004;0.000;217.41
4;0.001748;0.010;0.004;0.000;222.83
4;0.001620;0.009;0.004;0.000;217.15
4;0.001630;0.009;0.004;0.000;218.18
4;0.001593;0.009;0.004;0.000;216.03
4;0.001894;0.000;0.004;0.010;229.14
4;0.001746;0.010;0.004;0.000;223.33
4;0.001739;0.010;0.004;0.000;220.91
4;0.001635;0.002;0.004;0.007;218.85
4;0.001712;0.009;0.004;0.000;221.52
4;0.001628;0.009;0.004;0.000;217.91
4;0.001623;0.009;0.004;0.000;217.79
4;0.001631;0.009;0.004;0.000;219.18
4;0.001752;0.010;0.004;0.000;224.51
4;0.001693;0.009;0.004;0.000;221.05
4;0.001654;0.009;0.004;0.000;220.36
4;0.001999;0.008;0.005;0.003;227.33
4;0.001665;0.009;0.004;0.000;219.99
4;0.001736;0.010;0.004;0.000;222.01
4;0.001617;0.009;0.004;0.000;217.88
4;0.001626;0.009;0.004;0.000;217.95
4;0.001614;0.009;0.004;0.000;217.31
4;0.001755;0.010;0.004;0.000;222.77
4;0.001732;0.010;0.004;0.000;223.37
4;0.001611;0.009;0.004;0.000;217.38
