nThread;timeInt;user;real;sys;pCPU
8;0.001242;0.011;0.004;0.002;321.89
8;0.001251;0.013;0.004;0.000;318.75
8;0.001260;0.013;0.004;0.000;319.15
8;0.001900;0.017;0.005;0.000;372.32
8;0.001240;0.000;0.004;0.012;318.31
8;0.001248;0.012;0.004;0.000;322.17
8;0.001251;0.011;0.004;0.002;321.10
8;0.001257;0.013;0.004;0.000;321.17
8;0.001253;0.002;0.004;0.011;318.50
8;0.001246;0.013;0.004;0.000;318.65
8;0.003188;0.025;0.006;0.000;420.92
8;0.001243;0.013;0.004;0.000;322.19
8;0.001254;0.005;0.004;0.008;321.60
8;0.001251;0.013;0.004;0.000;320.03
8;0.001245;0.013;0.004;0.000;317.82
8;0.001242;0.013;0.004;0.000;320.59
8;0.001250;0.013;0.004;0.000;320.88
8;0.001248;0.012;0.004;0.000;298.07
8;0.001253;0.000;0.004;0.013;318.07
8;0.001257;0.013;0.004;0.000;319.70
8;0.001257;0.005;0.004;0.008;307.96
8;0.001649;0.016;0.004;0.000;353.11
8;0.001249;0.013;0.004;0.000;320.74
8;0.001257;0.013;0.004;0.000;321.97
8;0.001252;0.000;0.004;0.013;320.86
8;0.001255;0.000;0.004;0.013;319.37
8;0.001247;0.013;0.004;0.000;319.30
8;0.001304;0.013;0.004;0.000;325.93
8;0.003693;0.015;0.007;0.015;450.20
8;0.001245;0.013;0.004;0.000;321.33
8;0.001231;0.013;0.004;0.000;322.93
8;0.001244;0.013;0.004;0.000;318.96
8;0.001263;0.013;0.004;0.000;318.96
8;0.001250;0.013;0.004;0.000;321.28
8;0.001238;0.013;0.004;0.000;319.35
8;0.003132;0.022;0.006;0.003;419.60
8;0.001247;0.013;0.004;0.000;319.15
8;0.001238;0.013;0.004;0.000;319.67
8;0.001253;0.013;0.004;0.000;319.60
8;0.001245;0.013;0.004;0.000;317.13
8;0.001258;0.000;0.004;0.013;322.40
8;0.001260;0.000;0.004;0.013;321.02
8;0.001248;0.012;0.004;0.000;298.74
8;0.001251;0.003;0.004;0.009;320.36
8;0.001245;0.013;0.004;0.000;319.72
8;0.001244;0.013;0.004;0.000;318.91
8;0.001718;0.016;0.004;0.000;358.31
8;0.001245;0.013;0.004;0.000;320.10
8;0.001254;0.013;0.004;0.000;321.05
8;0.001243;0.000;0.004;0.012;319.43
8;0.001261;0.013;0.004;0.000;326.81
8;0.001299;0.013;0.004;0.000;325.79
8;0.001252;0.013;0.004;0.000;320.19
8;0.003439;0.024;0.006;0.003;436.24
8;0.001260;0.013;0.004;0.000;321.19
8;0.001619;0.015;0.004;0.000;352.48
8;0.001245;0.013;0.004;0.000;319.68
8;0.001250;0.013;0.004;0.000;320.42
8;0.001245;0.013;0.004;0.000;318.93
8;0.001253;0.013;0.004;0.000;321.56
8;0.003722;0.030;0.007;0.000;460.59
8;0.001245;0.013;0.004;0.000;320.75
8;0.001251;0.013;0.004;0.000;315.81
8;0.001247;0.012;0.004;0.000;322.61
8;0.001257;0.013;0.004;0.000;320.85
8;0.001249;0.013;0.004;0.000;320.40
8;0.001263;0.011;0.004;0.002;321.31
8;0.003729;0.030;0.006;0.000;462.00
8;0.001251;0.013;0.004;0.000;320.14
8;0.001251;0.000;0.004;0.013;320.39
8;0.001253;0.013;0.004;0.000;320.24
8;0.001261;0.013;0.004;0.000;319.97
8;0.001240;0.013;0.004;0.000;318.90
8;0.001253;0.013;0.004;0.000;319.20
8;0.003774;0.030;0.007;0.000;463.29
8;0.001246;0.013;0.004;0.000;318.05
8;0.001250;0.000;0.004;0.013;320.24
8;0.001243;0.012;0.004;0.000;321.69
8;0.001253;0.013;0.004;0.000;320.02
8;0.001306;0.013;0.004;0.000;325.52
8;0.001257;0.000;0.004;0.013;322.03
8;0.003809;0.031;0.007;0.000;457.87
8;0.001263;0.013;0.004;0.000;321.58
8;0.001265;0.006;0.004;0.006;319.54
8;0.001237;0.000;0.004;0.012;318.77
8;0.001232;0.013;0.004;0.000;317.47
8;0.001247;0.013;0.004;0.000;319.24
8;0.001245;0.013;0.004;0.000;319.26
8;0.003750;0.030;0.006;0.000;462.27
8;0.001261;0.013;0.004;0.000;320.58
8;0.001264;0.013;0.004;0.000;320.71
8;0.001254;0.000;0.004;0.013;322.09
8;0.001244;0.013;0.004;0.000;319.70
8;0.001247;0.013;0.004;0.000;320.31
8;0.001257;0.013;0.004;0.000;321.06
8;0.003755;0.030;0.007;0.000;461.38
8;0.001256;0.013;0.004;0.000;323.47
8;0.001257;0.013;0.004;0.000;322.55
8;0.001265;0.013;0.004;0.000;322.42
8;0.001268;0.009;0.004;0.004;322.69
8;0.001256;0.013;0.004;0.000;320.49
8;0.001249;0.013;0.004;0.000;320.23
8;0.003529;0.028;0.006;0.000;441.83
8;0.001247;0.013;0.004;0.000;318.42
8;0.001252;0.013;0.004;0.000;320.53
8;0.001391;0.014;0.004;0.000;335.68
8;0.001253;0.013;0.004;0.000;319.13
8;0.001329;0.000;0.004;0.013;328.85
8;0.001251;0.000;0.004;0.013;319.56
8;0.003747;0.030;0.007;0.000;461.79
8;0.001254;0.013;0.004;0.000;320.41
8;0.001249;0.013;0.004;0.000;324.15
8;0.001244;0.000;0.004;0.013;323.42
8;0.001254;0.013;0.004;0.000;324.55
8;0.001264;0.013;0.004;0.000;321.54
8;0.001250;0.007;0.004;0.006;321.24
8;0.003630;0.014;0.006;0.014;436.75
8;0.001261;0.013;0.004;0.000;321.07
8;0.001250;0.008;0.004;0.005;321.02
8;0.001260;0.013;0.004;0.000;320.35
8;0.001249;0.013;0.004;0.000;318.98
8;0.001244;0.013;0.004;0.000;317.92
8;0.001245;0.013;0.004;0.000;318.18
8;0.003709;0.013;0.006;0.016;443.49
8;0.001252;0.013;0.004;0.000;320.71
8;0.001250;0.013;0.004;0.000;319.75
8;0.001254;0.013;0.004;0.000;319.16
8;0.001256;0.013;0.004;0.000;321.09
8;0.001244;0.011;0.004;0.002;320.89
8;0.001247;0.013;0.004;0.000;320.21
8;0.003322;0.027;0.006;0.000;437.51
8;0.001256;0.000;0.004;0.013;321.69
8;0.001256;0.013;0.004;0.000;321.87
8;0.001247;0.011;0.004;0.002;321.18
8;0.001260;0.013;0.004;0.000;320.99
8;0.001253;0.013;0.004;0.000;321.56
8;0.001257;0.013;0.004;0.000;320.53
8;0.001252;0.012;0.004;0.000;296.82
8;0.001246;0.013;0.004;0.000;318.43
8;0.001240;0.013;0.004;0.000;318.15
8;0.001251;0.000;0.004;0.013;320.34
8;0.001684;0.016;0.004;0.000;358.49
8;0.001264;0.013;0.004;0.000;322.40
8;0.001243;0.013;0.004;0.000;319.82
8;0.001240;0.013;0.004;0.000;318.54
8;0.001254;0.013;0.004;0.000;319.61
8;0.001245;0.013;0.004;0.000;319.75
8;0.001244;0.013;0.004;0.000;320.15
8;0.003800;0.027;0.007;0.004;465.79
8;0.001250;0.013;0.004;0.000;318.22
8;0.001249;0.013;0.004;0.000;318.36
8;0.001246;0.000;0.004;0.012;320.53
8;0.001257;0.000;0.004;0.013;319.89
8;0.001252;0.013;0.004;0.000;322.14
8;0.001257;0.013;0.004;0.000;322.12
8;0.003760;0.030;0.006;0.000;464.10
8;0.001261;0.013;0.004;0.000;321.95
8;0.001253;0.013;0.004;0.000;321.91
8;0.001277;0.013;0.004;0.000;323.72
8;0.001251;0.013;0.004;0.000;318.62
8;0.001256;0.013;0.004;0.000;321.17
8;0.001250;0.013;0.004;0.000;319.28
8;0.003827;0.031;0.007;0.000;465.64
8;0.001240;0.013;0.004;0.000;306.31
8;0.001248;0.013;0.004;0.000;319.10
8;0.001252;0.000;0.004;0.013;320.99
8;0.001241;0.000;0.004;0.012;318.27
8;0.001253;0.013;0.004;0.000;320.75
8;0.001242;0.013;0.004;0.000;320.42
8;0.003258;0.026;0.006;0.000;435.74
8;0.001248;0.013;0.004;0.000;325.54
8;0.001242;0.000;0.004;0.013;317.01
8;0.001255;0.013;0.004;0.000;322.28
8;0.001261;0.013;0.004;0.000;322.15
8;0.001251;0.013;0.004;0.000;318.42
8;0.001254;0.013;0.004;0.000;319.14
8;0.001248;0.012;0.004;0.000;277.72
8;0.001259;0.013;0.004;0.000;320.64
8;0.001294;0.013;0.004;0.000;320.05
8;0.001245;0.013;0.004;0.000;320.04
8;0.001685;0.004;0.004;0.012;355.48
8;0.001253;0.013;0.004;0.000;320.59
8;0.001257;0.013;0.004;0.000;318.08
8;0.001251;0.013;0.004;0.000;320.05
8;0.001241;0.013;0.004;0.000;317.50
