nThread;timeInt;user;real;sys;pCPU
1;0.001043;0.004;0.003;0.000;101.06
1;0.001083;0.004;0.004;0.000;100.65
1;0.001037;0.004;0.003;0.000;101.12
1;0.001023;0.003;0.003;0.000;101.16
1;0.001024;0.003;0.003;0.000;101.07
1;0.001016;0.003;0.003;0.000;101.17
1;0.001024;0.004;0.003;0.000;101.06
1;0.001017;0.004;0.003;0.000;101.11
1;0.001015;0.004;0.004;0.000;99.69
1;0.001025;0.004;0.003;0.000;101.14
1;0.001039;0.004;0.004;0.000;100.19
1;0.001024;0.000;0.003;0.003;101.09
1;0.001111;0.004;0.004;0.000;100.28
1;0.001044;0.004;0.003;0.000;101.15
1;0.001047;0.004;0.003;0.000;101.11
1;0.001026;0.003;0.003;0.000;100.17
1;0.001024;0.003;0.003;0.000;101.09
1;0.001026;0.004;0.003;0.000;101.09
1;0.001026;0.004;0.004;0.000;101.05
1;0.001027;0.004;0.004;0.000;100.54
1;0.001025;0.003;0.003;0.000;101.07
1;0.001026;0.004;0.004;0.000;100.28
1;0.001020;0.000;0.003;0.003;101.08
1;0.001031;0.000;0.004;0.003;100.30
1;0.001028;0.003;0.003;0.000;101.09
1;0.001027;0.003;0.003;0.000;101.16
1;0.001033;0.003;0.003;0.000;101.08
1;0.001023;0.003;0.003;0.000;101.10
1;0.001025;0.004;0.003;0.000;101.12
1;0.001014;0.003;0.003;0.000;101.09
1;0.001033;0.004;0.004;0.000;101.08
1;0.001018;0.003;0.003;0.000;101.07
1;0.001028;0.003;0.003;0.000;101.09
1;0.001023;0.003;0.003;0.000;101.04
1;0.001076;0.004;0.004;0.000;100.93
1;0.001025;0.003;0.003;0.000;101.19
1;0.001025;0.003;0.003;0.000;101.13
1;0.001013;0.003;0.003;0.000;101.13
1;0.001033;0.004;0.003;0.000;101.08
1;0.001020;0.000;0.003;0.003;101.05
1;0.001027;0.004;0.003;0.000;100.68
1;0.001027;0.003;0.003;0.000;101.18
1;0.001080;0.000;0.004;0.003;100.76
1;0.001021;0.004;0.003;0.000;101.20
1;0.001029;0.003;0.003;0.000;101.01
1;0.001015;0.003;0.003;0.000;101.16
1;0.001028;0.000;0.003;0.003;101.00
1;0.001018;0.004;0.003;0.000;101.06
1;0.001028;0.004;0.004;0.000;101.05
1;0.001042;0.004;0.003;0.000;101.09
1;0.001036;0.004;0.003;0.000;101.12
1;0.001031;0.004;0.003;0.000;101.06
1;0.001024;0.003;0.003;0.000;101.10
1;0.001041;0.004;0.003;0.000;101.12
1;0.001037;0.004;0.003;0.000;101.17
1;0.001061;0.004;0.003;0.000;101.05
1;0.001022;0.003;0.003;0.000;101.11
1;0.001034;0.004;0.003;0.000;101.12
1;0.001031;0.004;0.003;0.000;100.98
1;0.001036;0.004;0.003;0.000;101.12
1;0.001185;0.000;0.004;0.004;100.98
1;0.001237;0.004;0.004;0.000;101.05
1;0.001199;0.004;0.004;0.000;101.06
1;0.001198;0.004;0.004;0.000;101.01
1;0.001192;0.004;0.004;0.000;101.08
1;0.001211;0.004;0.004;0.000;101.01
1;0.001193;0.000;0.004;0.004;101.07
1;0.001197;0.004;0.004;0.000;101.06
