nThread;timeInt;user;real;sys;pCPU
2;0.001023;0.005;0.004;0.000;125.61
2;0.001031;0.000;0.004;0.005;126.29
2;0.001029;0.005;0.004;0.000;125.73
2;0.001021;0.005;0.004;0.000;125.66
2;0.001030;0.006;0.005;0.000;123.12
2;0.001018;0.000;0.004;0.005;126.03
2;0.001016;0.005;0.004;0.000;125.64
2;0.001020;0.005;0.004;0.000;125.55
2;0.001026;0.005;0.004;0.000;125.93
2;0.001024;0.005;0.004;0.000;125.73
2;0.001078;0.003;0.004;0.003;125.13
2;0.001010;0.005;0.004;0.000;125.25
2;0.001015;0.005;0.004;0.000;125.72
2;0.001253;0.006;0.004;0.000;128.44
2;0.001040;0.005;0.004;0.000;123.68
2;0.001023;0.005;0.004;0.000;125.80
2;0.001115;0.006;0.004;0.000;127.58
2;0.001022;0.005;0.004;0.000;125.70
2;0.001028;0.000;0.004;0.005;126.15
2;0.001015;0.005;0.004;0.000;125.93
2;0.001037;0.005;0.004;0.000;126.10
2;0.001026;0.000;0.004;0.005;125.88
2;0.001021;0.005;0.004;0.000;125.74
2;0.001037;0.005;0.004;0.000;126.18
2;0.001051;0.005;0.004;0.000;126.19
2;0.001023;0.003;0.004;0.003;125.68
2;0.000992;0.005;0.004;0.000;124.95
2;0.001030;0.005;0.004;0.000;125.93
2;0.001025;0.005;0.004;0.000;125.77
2;0.001029;0.005;0.004;0.000;125.78
2;0.001033;0.000;0.004;0.005;125.93
2;0.001034;0.005;0.004;0.000;125.74
2;0.001035;0.005;0.004;0.000;126.10
2;0.001027;0.005;0.004;0.000;124.58
2;0.001047;0.005;0.004;0.000;126.25
2;0.001029;0.005;0.004;0.000;124.43
2;0.001026;0.005;0.004;0.000;126.02
2;0.001008;0.005;0.004;0.000;125.55
2;0.001035;0.005;0.004;0.000;124.90
2;0.001021;0.005;0.004;0.000;125.68
2;0.001019;0.005;0.004;0.000;125.28
2;0.001067;0.003;0.004;0.003;126.09
2;0.001027;0.005;0.004;0.000;125.71
2;0.001032;0.005;0.004;0.000;125.93
2;0.001020;0.005;0.004;0.000;125.83
2;0.001018;0.000;0.004;0.005;125.80
2;0.001026;0.005;0.004;0.000;125.68
2;0.001022;0.005;0.004;0.000;125.80
2;0.001034;0.000;0.004;0.005;126.10
2;0.001014;0.005;0.004;0.000;125.62
2;0.000995;0.005;0.004;0.000;125.56
2;0.001029;0.000;0.004;0.005;125.73
2;0.001027;0.005;0.004;0.000;125.96
2;0.001019;0.005;0.004;0.000;125.06
2;0.001024;0.000;0.004;0.005;126.16
2;0.001062;0.005;0.004;0.000;124.82
2;0.001021;0.005;0.004;0.000;125.86
2;0.001052;0.006;0.004;0.000;125.00
2;0.001018;0.005;0.004;0.000;125.74
2;0.001014;0.003;0.004;0.003;125.82
2;0.001074;0.006;0.004;0.000;125.02
2;0.001043;0.003;0.004;0.003;126.13
2;0.001022;0.005;0.004;0.000;125.86
2;0.001143;0.006;0.004;0.000;128.17
2;0.001030;0.005;0.004;0.000;125.82
2;0.001033;0.003;0.004;0.003;126.01
2;0.001033;0.005;0.004;0.000;126.25
2;0.001032;0.000;0.004;0.005;126.24
2;0.001018;0.005;0.004;0.000;125.69
2;0.001023;0.005;0.004;0.000;125.96
2;0.001017;0.000;0.004;0.005;125.86
2;0.001034;0.005;0.004;0.000;125.95
2;0.001022;0.005;0.004;0.000;125.77
2;0.001029;0.005;0.004;0.000;126.64
2;0.001012;0.000;0.004;0.005;125.84
2;0.001026;0.005;0.004;0.000;125.89
2;0.001037;0.005;0.004;0.000;125.92
2;0.001015;0.005;0.004;0.000;125.58
2;0.001022;0.005;0.004;0.000;125.72
2;0.001048;0.000;0.004;0.005;125.83
2;0.001031;0.005;0.004;0.000;125.65
2;0.001045;0.000;0.004;0.005;126.15
2;0.001061;0.005;0.004;0.000;126.13
2;0.001037;0.005;0.004;0.000;126.16
2;0.001021;0.005;0.004;0.000;125.38
