nThread;timeInt;user;real;sys;pCPU
16;0.009609;0.037;0.013;0.000;295.86
16;0.009087;0.029;0.012;0.007;297.33
16;0.009611;0.034;0.013;0.004;299.29
16;0.009579;0.022;0.012;0.015;298.30
16;0.009171;0.037;0.012;0.000;305.25
16;0.009226;0.008;0.012;0.027;292.87
16;0.009733;0.036;0.013;0.000;280.99
16;0.009689;0.036;0.013;0.000;284.91
16;0.009314;0.026;0.012;0.011;303.60
16;0.009051;0.025;0.012;0.011;300.46
16;0.009059;0.011;0.012;0.026;308.28
16;0.009340;0.031;0.012;0.005;296.78
16;0.009636;0.012;0.013;0.024;285.79
16;0.009489;0.032;0.013;0.004;288.27
16;0.009176;0.011;0.012;0.025;296.27
16;0.009602;0.037;0.013;0.000;294.46
16;0.009056;0.018;0.012;0.018;304.55
16;0.009191;0.024;0.012;0.012;294.44
16;0.009237;0.014;0.012;0.022;288.36
16;0.009925;0.015;0.013;0.022;288.93
16;0.009513;0.024;0.013;0.014;299.29
16;0.009329;0.011;0.013;0.027;280.70
16;0.009388;0.019;0.012;0.018;299.56
16;0.009484;0.027;0.012;0.010;292.56
16;0.009086;0.016;0.012;0.021;307.04
16;0.009626;0.033;0.013;0.004;286.83
16;0.009809;0.009;0.013;0.028;288.25
16;0.009177;0.024;0.012;0.012;293.03
16;0.009201;0.005;0.012;0.032;298.17
16;0.009170;0.024;0.012;0.012;292.67
16;0.009254;0.015;0.012;0.023;305.73
16;0.009540;0.015;0.013;0.022;299.49
16;0.009448;0.032;0.013;0.004;283.26
16;0.009506;0.008;0.013;0.029;291.05
16;0.008897;0.036;0.012;0.000;287.91
16;0.009196;0.018;0.012;0.018;299.56
16;0.008892;0.036;0.012;0.000;304.30
16;0.009194;0.026;0.012;0.010;296.31
16;0.009551;0.024;0.012;0.012;286.77
16;0.009717;0.007;0.013;0.029;282.16
16;0.009935;0.022;0.013;0.015;288.71
16;0.009363;0.030;0.012;0.007;300.38
16;0.009116;0.023;0.012;0.012;290.58
16;0.009656;0.031;0.013;0.006;294.83
16;0.009333;0.032;0.012;0.004;297.13
16;0.009643;0.024;0.013;0.012;284.20
16;0.009521;0.009;0.013;0.027;287.43
16;0.009907;0.024;0.013;0.012;282.08
16;0.009151;0.031;0.012;0.004;297.55
16;0.009226;0.029;0.012;0.008;303.84
16;0.009702;0.034;0.013;0.003;294.31
16;0.009580;0.006;0.013;0.032;300.27
16;0.009556;0.030;0.013;0.007;296.88
16;0.009602;0.030;0.013;0.006;285.98
16;0.009617;0.027;0.013;0.010;293.28
16;0.009204;0.032;0.012;0.004;293.59
16;0.009301;0.022;0.012;0.015;296.26
16;0.009490;0.037;0.012;0.000;300.23
16;0.009174;0.033;0.012;0.004;301.10
16;0.009249;0.032;0.012;0.003;288.88
16;0.009534;0.011;0.013;0.026;297.47
16;0.009520;0.037;0.012;0.000;294.35
16;0.009425;0.005;0.012;0.033;302.72
16;0.009889;0.038;0.013;0.000;294.37
16;0.009450;0.030;0.012;0.007;295.22
16;0.009591;0.033;0.012;0.004;297.48
16;0.009974;0.036;0.013;0.000;280.11
16;0.009161;0.017;0.013;0.019;287.00
16;0.009203;0.024;0.012;0.012;294.95
16;0.009072;0.035;0.012;0.000;295.02
16;0.009463;0.016;0.012;0.021;304.06
16;0.009435;0.029;0.012;0.007;289.12
16;0.010169;0.021;0.013;0.017;287.81
16;0.009601;0.025;0.013;0.012;291.47
16;0.009027;0.036;0.012;0.000;303.03
16;0.009130;0.018;0.012;0.018;301.23
16;0.009417;0.019;0.013;0.017;288.26
16;0.009280;0.009;0.012;0.028;297.46
16;0.009561;0.032;0.012;0.004;289.56
16;0.009289;0.012;0.012;0.024;292.29
16;0.009436;0.033;0.012;0.004;297.09
16;0.008925;0.033;0.012;0.004;310.15
16;0.009387;0.019;0.012;0.019;303.34
16;0.009157;0.008;0.012;0.029;302.23
16;0.009287;0.025;0.012;0.012;300.89
16;0.009484;0.024;0.012;0.012;288.43
16;0.009338;0.022;0.012;0.015;301.25
16;0.008948;0.029;0.012;0.006;289.02
16;0.009161;0.037;0.012;0.000;303.43
16;0.009343;0.031;0.012;0.006;301.84
16;0.008923;0.028;0.012;0.007;301.03
16;0.009335;0.022;0.012;0.013;289.28
16;0.009772;0.027;0.013;0.009;284.42
16;0.009086;0.029;0.013;0.008;289.57
16;0.009447;0.034;0.012;0.004;301.28
16;0.009269;0.025;0.012;0.012;306.29
16;0.009315;0.005;0.012;0.032;302.70
16;0.009400;0.027;0.013;0.009;290.76
16;0.009376;0.029;0.012;0.006;284.73
16;0.009659;0.026;0.013;0.010;287.28
16;0.009571;0.034;0.012;0.004;303.83
16;0.009300;0.011;0.012;0.025;292.32
16;0.009200;0.018;0.012;0.018;297.35
16;0.009054;0.032;0.012;0.004;302.31
16;0.009921;0.037;0.013;0.000;288.84
16;0.009629;0.006;0.013;0.030;287.48
16;0.009904;0.027;0.013;0.009;282.25
16;0.009135;0.024;0.012;0.012;302.62
16;0.009246;0.029;0.012;0.007;295.58
16;0.009623;0.033;0.013;0.004;292.88
16;0.009596;0.025;0.013;0.012;299.06
16;0.009261;0.037;0.012;0.000;298.34
16;0.009270;0.011;0.012;0.024;289.16
16;0.009505;0.037;0.012;0.000;293.05
16;0.009021;0.005;0.012;0.031;305.01
16;0.009164;0.024;0.012;0.012;294.92
16;0.009164;0.015;0.012;0.021;298.18
16;0.009432;0.037;0.012;0.000;300.12
