nThread;timeInt;user;real;sys;pCPU
0;0.001389;0.000;0.003;0.003;101.10
0;0.001387;0.003;0.003;0.000;102.80
0;0.001385;0.003;0.003;0.000;103.18
0;0.001372;0.003;0.003;0.000;102.77
0;0.001382;0.003;0.003;0.000;103.21
0;0.001405;0.003;0.003;0.000;103.00
0;0.001360;0.000;0.003;0.003;103.66
0;0.001353;0.003;0.003;0.000;102.91
0;0.001425;0.000;0.003;0.003;101.88
0;0.001374;0.003;0.003;0.000;103.09
0;0.001388;0.003;0.003;0.000;103.14
0;0.001371;0.000;0.003;0.003;103.00
0;0.001567;0.003;0.003;0.000;103.04
0;0.001372;0.003;0.003;0.000;103.22
0;0.001376;0.000;0.003;0.003;103.16
0;0.001375;0.003;0.003;0.000;103.20
0;0.001372;0.003;0.003;0.000;103.20
0;0.001369;0.003;0.003;0.000;103.40
0;0.001354;0.003;0.003;0.000;103.12
0;0.001388;0.000;0.003;0.003;102.67
0;0.001362;0.003;0.003;0.000;102.96
0;0.001381;0.003;0.003;0.000;103.12
0;0.001363;0.003;0.003;0.000;103.08
0;0.001361;0.003;0.003;0.000;103.08
0;0.001409;0.003;0.003;0.000;103.05
0;0.001367;0.003;0.003;0.000;103.24
0;0.001376;0.003;0.003;0.000;103.17
0;0.001372;0.003;0.003;0.000;103.05
0;0.001354;0.003;0.003;0.000;86.27
0;0.001390;0.000;0.003;0.003;102.89
0;0.001347;0.000;0.003;0.003;103.31
0;0.001373;0.003;0.003;0.000;103.05
0;0.001359;0.003;0.003;0.000;103.27
0;0.001376;0.000;0.003;0.003;103.20
0;0.001391;0.000;0.003;0.003;103.00
0;0.001381;0.003;0.003;0.000;103.17
0;0.001444;0.003;0.003;0.000;102.78
0;0.001414;0.003;0.003;0.000;103.15
0;0.001401;0.000;0.003;0.003;103.20
0;0.001392;0.003;0.003;0.000;103.04
0;0.001395;0.003;0.003;0.000;103.25
0;0.001379;0.003;0.003;0.000;103.10
0;0.001383;0.003;0.003;0.000;104.26
0;0.001375;0.003;0.003;0.000;103.16
0;0.001351;0.003;0.003;0.000;103.25
0;0.001385;0.000;0.003;0.003;102.99
0;0.001341;0.000;0.003;0.003;103.50
0;0.001380;0.000;0.003;0.003;103.24
0;0.001359;0.003;0.003;0.000;103.26
0;0.001380;0.003;0.003;0.000;103.08
0;0.001391;0.000;0.003;0.003;103.10
0;0.001389;0.000;0.003;0.003;102.99
0;0.001370;0.003;0.003;0.000;102.98
0;0.001382;0.003;0.003;0.000;103.19
0;0.001366;0.003;0.003;0.000;103.24
0;0.001350;0.003;0.003;0.000;103.09
0;0.001380;0.000;0.003;0.003;103.20
0;0.001373;0.000;0.003;0.003;103.11
0;0.001722;0.000;0.003;0.003;101.81
0;0.001358;0.003;0.003;0.000;103.10
0;0.001354;0.003;0.003;0.000;103.00
0;0.001373;0.003;0.003;0.000;103.14
0;0.001350;0.000;0.003;0.003;103.05
0;0.001374;0.003;0.003;0.000;103.18
0;0.001368;0.000;0.003;0.003;103.36
0;0.001385;0.003;0.003;0.000;102.83
0;0.001414;0.003;0.003;0.000;103.14
0;0.001346;0.003;0.003;0.000;103.19
0;0.001369;0.003;0.003;0.000;103.00
0;0.001355;0.003;0.003;0.000;103.14
0;0.001359;0.000;0.003;0.003;103.28
0;0.001357;0.000;0.003;0.003;103.17
0;0.001392;0.003;0.003;0.000;103.00
0;0.001369;0.003;0.003;0.000;103.23
0;0.001390;0.003;0.003;0.000;103.09
0;0.001373;0.000;0.003;0.003;102.90
0;0.001373;0.003;0.003;0.000;102.97
0;0.001399;0.003;0.003;0.000;103.08
