nThread;timeInt;user;real;sys;pCPU
0;0.001374;0.004;0.004;0.000;100.95
0;0.001373;0.004;0.004;0.000;100.95
0;0.001373;0.004;0.004;0.000;100.95
0;0.001370;0.000;0.004;0.004;100.93
0;0.001356;0.000;0.004;0.004;100.91
0;0.001365;0.004;0.004;0.000;101.07
0;0.001461;0.004;0.004;0.000;100.92
0;0.001456;0.000;0.004;0.004;100.97
0;0.001469;0.004;0.004;0.000;100.94
0;0.001497;0.004;0.004;0.000;100.94
0;0.001465;0.004;0.004;0.000;101.00
0;0.001458;0.004;0.004;0.000;100.78
0;0.001486;0.004;0.004;0.000;101.01
0;0.001458;0.004;0.004;0.000;100.88
0;0.001471;0.000;0.004;0.004;100.97
0;0.001478;0.004;0.004;0.000;100.93
0;0.001498;0.004;0.004;0.000;101.00
0;0.001464;0.004;0.004;0.000;100.93
0;0.001458;0.004;0.004;0.000;100.98
0;0.001660;0.004;0.004;0.000;100.93
0;0.001468;0.004;0.004;0.000;101.00
0;0.001450;0.004;0.004;0.000;100.96
0;0.001482;0.004;0.004;0.000;100.95
0;0.001478;0.004;0.004;0.000;101.04
0;0.001510;0.004;0.004;0.000;100.92
0;0.001458;0.004;0.004;0.000;100.96
0;0.001578;0.004;0.004;0.000;100.57
0;0.001471;0.004;0.004;0.000;100.95
0;0.001458;0.004;0.004;0.000;100.93
0;0.001454;0.000;0.004;0.004;100.98
0;0.001486;0.004;0.004;0.000;101.01
0;0.001470;0.004;0.004;0.000;100.96
0;0.001465;0.004;0.004;0.000;100.98
0;0.001452;0.004;0.004;0.000;101.01
0;0.001483;0.004;0.004;0.000;101.00
0;0.001455;0.004;0.004;0.000;100.98
0;0.001461;0.004;0.004;0.000;100.98
0;0.001462;0.000;0.004;0.004;100.99
0;0.001489;0.004;0.004;0.000;100.97
0;0.001471;0.004;0.004;0.000;100.90
0;0.001474;0.004;0.004;0.000;100.93
0;0.001475;0.004;0.004;0.000;101.18
0;0.001475;0.004;0.004;0.000;100.93
0;0.001459;0.004;0.004;0.000;101.00
0;0.001454;0.004;0.004;0.000;100.94
0;0.001484;0.004;0.004;0.000;100.95
0;0.001471;0.004;0.004;0.000;100.98
0;0.001465;0.000;0.004;0.004;100.93
0;0.001485;0.004;0.004;0.000;100.97
0;0.001466;0.004;0.004;0.000;100.93
0;0.001458;0.004;0.004;0.000;100.98
0;0.001456;0.000;0.004;0.004;100.96
0;0.001487;0.004;0.004;0.000;101.38
0;0.001490;0.004;0.004;0.000;100.98
0;0.001497;0.000;0.004;0.004;100.95
0;0.001469;0.004;0.004;0.000;100.96
0;0.001471;0.004;0.004;0.000;100.85
0;0.001474;0.004;0.004;0.000;100.93
0;0.001655;0.002;0.005;0.002;100.97
0;0.002066;0.005;0.005;0.000;100.97
0;0.002381;0.007;0.007;0.000;100.94
0;0.002405;0.007;0.007;0.000;100.94
0;0.002369;0.003;0.007;0.003;100.93
0;0.002390;0.003;0.007;0.003;100.94
0;0.002375;0.007;0.007;0.000;100.98
0;0.002403;0.007;0.007;0.000;100.89
0;0.002374;0.007;0.007;0.000;100.93
0;0.002540;0.007;0.007;0.000;100.90
0;0.002379;0.007;0.007;0.000;100.97
0;0.002408;0.007;0.007;0.000;100.94
0;0.002376;0.007;0.007;0.000;100.97
0;0.002376;0.007;0.007;0.000;100.94
0;0.002393;0.006;0.007;0.000;100.93
0;0.002388;0.007;0.007;0.000;100.97
0;0.002386;0.003;0.007;0.003;101.12
0;0.002384;0.003;0.007;0.003;100.36
0;0.002455;0.004;0.007;0.003;100.94
0;0.002363;0.007;0.007;0.000;100.98
0;0.002504;0.007;0.007;0.000;100.96
0;0.002397;0.007;0.007;0.000;101.00
0;0.002363;0.007;0.007;0.000;100.93
0;0.002378;0.000;0.007;0.006;100.96
0;0.002413;0.007;0.007;0.000;100.92
0;0.002396;0.006;0.007;0.000;100.95
0;0.002360;0.007;0.007;0.000;100.93
0;0.002397;0.007;0.007;0.000;100.92
0;0.002365;0.006;0.007;0.000;100.94
0;0.002599;0.007;0.007;0.000;100.93
0;0.002404;0.007;0.007;0.000;100.92
0;0.002393;0.007;0.007;0.000;100.97
0;0.002394;0.007;0.007;0.000;100.95
0;0.002406;0.007;0.007;0.000;100.94
0;0.002387;0.006;0.007;0.000;100.95
0;0.002419;0.007;0.007;0.000;100.98
0;0.002386;0.004;0.007;0.003;100.90
0;0.002410;0.007;0.007;0.000;101.02
0;0.002557;0.004;0.007;0.003;100.93
0;0.002370;0.003;0.006;0.003;100.92
0;0.002375;0.007;0.007;0.000;100.93
0;0.002382;0.007;0.007;0.000;100.96
0;0.002373;0.007;0.007;0.000;100.91
0;0.002378;0.007;0.007;0.000;100.97
0;0.002416;0.007;0.007;0.000;100.95
0;0.002383;0.000;0.007;0.007;100.95
0;0.002386;0.007;0.007;0.000;100.99
0;0.002401;0.000;0.007;0.006;100.99
0;0.002365;0.007;0.007;0.000;100.96
0;0.002362;0.007;0.007;0.000;100.99
0;0.002381;0.007;0.007;0.000;100.90
0;0.002371;0.007;0.007;0.000;101.98
0;0.002395;0.007;0.007;0.000;100.95
0;0.002390;0.007;0.007;0.000;100.94
0;0.002410;0.000;0.007;0.006;100.83
0;0.002387;0.003;0.007;0.003;100.97
0;0.002424;0.000;0.007;0.007;100.92
0;0.002388;0.000;0.007;0.006;100.96
0;0.002564;0.007;0.007;0.000;100.95
0;0.002372;0.007;0.007;0.000;100.86
0;0.002389;0.007;0.007;0.000;100.94
0;0.002375;0.007;0.007;0.000;100.98
0;0.002377;0.007;0.007;0.000;100.97
0;0.002373;0.006;0.007;0.000;100.94
0;0.002402;0.007;0.007;0.000;100.86
0;0.002452;0.007;0.007;0.000;100.95
0;0.002374;0.007;0.007;0.000;100.91
0;0.002552;0.004;0.007;0.003;100.95
0;0.002372;0.003;0.007;0.003;100.68
0;0.002384;0.000;0.007;0.006;100.92
0;0.002404;0.007;0.007;0.000;100.94
0;0.002386;0.007;0.007;0.000;100.98
0;0.002370;0.007;0.007;0.000;100.96
0;0.002378;0.007;0.007;0.000;100.91
0;0.002400;0.006;0.007;0.000;100.85
0;0.002380;0.007;0.007;0.000;100.97
0;0.002422;0.000;0.007;0.006;100.84
0;0.002371;0.007;0.007;0.000;100.95
0;0.002390;0.007;0.007;0.000;101.00
0;0.002379;0.007;0.007;0.000;100.95
0;0.002382;0.007;0.007;0.000;100.94
0;0.002374;0.007;0.007;0.000;100.96
0;0.002374;0.007;0.007;0.000;100.97
0;0.002402;0.004;0.007;0.003;101.26
0;0.002355;0.007;0.006;0.000;100.94
0;0.002414;0.003;0.007;0.003;101.04
0;0.002389;0.007;0.007;0.000;100.96
0;0.002447;0.007;0.007;0.000;100.91
0;0.002375;0.007;0.007;0.000;101.02
0;0.002365;0.007;0.007;0.000;100.99
0;0.002396;0.000;0.007;0.006;100.92
0;0.002353;0.007;0.006;0.000;100.46
0;0.002389;0.007;0.007;0.000;101.01
0;0.002370;0.007;0.007;0.000;101.00
0;0.002404;0.007;0.007;0.000;100.92
0;0.002369;0.007;0.007;0.000;101.04
0;0.002409;0.007;0.007;0.000;100.93
0;0.002377;0.000;0.007;0.007;101.00
0;0.002385;0.003;0.007;0.003;100.91
0;0.002413;0.004;0.007;0.003;100.88
0;0.002363;0.007;0.007;0.000;100.99
0;0.002374;0.007;0.007;0.000;101.05
0;0.002362;0.007;0.007;0.000;100.98
0;0.002400;0.007;0.007;0.000;100.95
0;0.002359;0.007;0.007;0.000;100.96
0;0.002409;0.007;0.007;0.000;100.99
0;0.002372;0.003;0.007;0.003;100.97
0;0.002384;0.007;0.007;0.000;99.57
0;0.002397;0.007;0.007;0.000;100.95
0;0.002371;0.007;0.007;0.000;101.03
0;0.002453;0.007;0.007;0.000;100.99
0;0.002367;0.007;0.007;0.000;100.94
0;0.002389;0.003;0.007;0.003;100.94
0;0.002380;0.000;0.007;0.006;100.95
0;0.002381;0.007;0.007;0.000;100.94
0;0.002378;0.007;0.007;0.000;101.01
0;0.002409;0.007;0.007;0.000;100.93
0;0.002406;0.007;0.007;0.000;101.01
0;0.002377;0.000;0.007;0.006;100.88
0;0.002415;0.007;0.007;0.000;100.97
0;0.002382;0.000;0.007;0.006;100.93
0;0.002385;0.003;0.007;0.003;100.99
0;0.002373;0.003;0.007;0.003;100.98
0;0.002377;0.007;0.007;0.000;100.95
0;0.002396;0.007;0.007;0.000;100.96
0;0.002564;0.007;0.007;0.000;100.94
0;0.002396;0.007;0.007;0.000;100.91
0;0.002395;0.007;0.007;0.000;100.97
0;0.002401;0.007;0.007;0.000;101.01
0;0.002378;0.000;0.007;0.006;100.98
0;0.002376;0.003;0.007;0.003;100.94
0;0.002379;0.007;0.007;0.000;101.03
0;0.002397;0.007;0.007;0.000;100.96
0;0.002401;0.007;0.007;0.000;100.91
0;0.002402;0.007;0.007;0.000;100.87
0;0.002380;0.007;0.007;0.000;101.00
0;0.002387;0.007;0.006;0.000;101.00
0;0.002386;0.007;0.007;0.000;100.97
0;0.002405;0.003;0.007;0.003;100.96
0;0.002375;0.007;0.007;0.000;100.96
0;0.002397;0.007;0.007;0.000;101.02
0;0.002378;0.007;0.007;0.000;100.97
